Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023
"2","'004","Afghanistan","6970","Artificial surfaces (including urban and associated areas)","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"102.770000","103.300000","105.410000","107.460000","108.340000",,,,
"2","'004","Afghanistan","6970","Artificial surfaces (including urban and associated areas)","5007","Area from MODIS","1000 ha",,,,,,,,,,"118.630000","118.670000","118.670000","118.670000","118.690000","118.740000","118.740000","118.760000","118.760000","118.820000","119.040000","119.210000","119.250000","119.320000","119.360000","119.470000","119.490000","119.510000","119.530000","119.660000","119.700000","119.870000","119.920000"
"2","'004","Afghanistan","6970","Artificial surfaces (including urban and associated areas)","5008","Area from CCI_LC","1000 ha","25.260000","25.690000","26.060000","26.620000","27.150000","27.820000","28.930000","29.660000","30.640000","33.000000","36.210000","38.150000","39.010000","40.670000","42.280000","43.830000","45.150000","46.250000","47.590000","48.830000","50.640000","54.170000","57.560000","60.450000","60.450000","68.580000","69.140000","73.060000","73.060000","74.920000","78.960000",
"2","'004","Afghanistan","6970","Artificial surfaces (including urban and associated areas)","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"236.970000","191.900000",,
"2","'004","Afghanistan","6971","Herbaceous crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"4167.090000","4182.860000","4208.080000","4327.330000","4392.250000",,,,
"2","'004","Afghanistan","6971","Herbaceous crops","5007","Area from MODIS","1000 ha",,,,,,,,,,"1300.560000","2083.080000","2728.910000","2438.190000","2297.100000","2072.860000","2126.400000","1642.410000","2195.880000","2340.840000","1838.660000","1799.020000","1879.470000","1787.230000","1901.490000","1932.900000","1780.100000","1347.510000","1538.570000","1496.390000","1257.870000","1179.140000","1172.380000"
"2","'004","Afghanistan","6971","Herbaceous crops","5008","Area from CCI_LC","1000 ha","5759.760000","5765.630000","5763.950000","5768.020000","5781.610000","5787.680000","5800.720000","5825.070000","5812.990000","5774.430000","5764.210000","5754.550000","5759.840000","5791.650000","5786.150000","5792.470000","5801.970000","5816.720000","5822.720000","5823.680000","5827.950000","5827.480000","5814.750000","5808.410000","5746.160000","5707.450000","5697.730000","5707.750000","5707.810000","5706.090000","5703.550000",
"2","'004","Afghanistan","6971","Herbaceous crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4493.400000","4293.530000",,
"2","'004","Afghanistan","6972","Woody crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6972","Woody crops","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6972","Woody crops","5008","Area from CCI_LC","1000 ha","87.380000","81.060000","82.310000","82.910000","83.170000","82.840000","83.010000","84.490000","83.980000","84.180000","84.080000","82.930000","82.540000","83.110000","86.120000","89.180000","90.820000","91.810000","92.650000","92.690000","92.770000","93.570000","104.010000","108.460000","134.570000","156.420000","157.900000","162.700000","161.850000","161.800000","161.730000",
"2","'004","Afghanistan","6972","Woody crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6973","Multiple or layered crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6973","Multiple or layered crops","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6973","Multiple or layered crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6983","Grassland","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"22445.970000","22443.040000","22440.070000","22446.610000","22452.400000",,,,
"2","'004","Afghanistan","6983","Grassland","5007","Area from MODIS","1000 ha",,,,,,,,,,"19517.760000","21698.670000","22679.110000","23290.000000","24112.380000","24473.830000","25093.440000","25299.530000","25603.740000","25686.280000","25756.130000","25399.520000","25390.700000","25293.300000","25135.940000","25001.520000","24781.030000","23904.100000","24321.350000","24548.040000","23982.590000","23715.760000","23910.880000"
"2","'004","Afghanistan","6983","Grassland","5008","Area from CCI_LC","1000 ha","24019.620000","24019.590000","24019.590000","24030.520000","24029.540000","24038.290000","24040.360000","24177.120000","24237.450000","24291.530000","24372.710000","24446.580000","24572.420000","24603.990000","24618.020000","24701.590000","24739.540000","24756.390000","24754.510000","24782.270000","24782.650000","24780.940000","24744.970000","24744.720000","24753.100000","24732.200000","24649.730000","24662.140000","24665.490000","24640.010000","24452.450000",
"2","'004","Afghanistan","6983","Grassland","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14004.790000","14981.990000",,
"2","'004","Afghanistan","6974","Tree-covered areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"938.500000","937.960000","937.500000","937.270000","937.160000",,,,
"2","'004","Afghanistan","6974","Tree-covered areas","5007","Area from MODIS","1000 ha",,,,,,,,,,"513.820000","558.010000","525.620000","496.840000","480.210000","485.140000","482.990000","503.490000","522.030000","540.610000","537.570000","536.240000","524.910000","515.500000","514.580000","524.110000","520.910000","530.940000","534.030000","569.420000","575.880000","566.350000","590.200000"
"2","'004","Afghanistan","6974","Tree-covered areas","5008","Area from CCI_LC","1000 ha","1265.140000","1265.230000","1265.300000","1242.660000","1242.340000","1241.720000","1241.590000","1242.560000","1228.810000","1198.290000","1185.810000","1174.120000","1167.520000","1166.020000","1163.010000","1161.630000","1161.420000","1163.660000","1162.960000","1162.960000","1162.580000","1163.550000","1166.260000","1166.800000","1168.150000","1170.720000","1172.060000","1182.570000","1184.360000","1190.800000","1195.580000",
"2","'004","Afghanistan","6974","Tree-covered areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"637.990000","713.150000",,
"2","'004","Afghanistan","6975","Mangroves","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6975","Mangroves","5007","Area from MODIS","1000 ha",,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"2","'004","Afghanistan","6975","Mangroves","5008","Area from CCI_LC","1000 ha","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"2","'004","Afghanistan","6975","Mangroves","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000",,
"2","'004","Afghanistan","6976","Shrub-covered areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"595.870000","595.550000","595.400000","595.070000","594.490000",,,,
"2","'004","Afghanistan","6976","Shrub-covered areas","5007","Area from MODIS","1000 ha",,,,,,,,,,"6341.490000","5247.300000","5082.900000","4823.440000","4952.410000","4963.780000","4915.470000","5027.380000","4889.380000","4874.630000","5254.900000","5546.080000","5775.910000","6195.180000","6220.880000","6484.950000","6833.570000","7266.630000","7032.320000","7534.880000","7687.710000","7371.090000","6952.810000"
"2","'004","Afghanistan","6976","Shrub-covered areas","5008","Area from CCI_LC","1000 ha","3351.750000","3351.750000","3351.740000","3313.450000","3308.030000","3292.680000","3287.720000","3255.950000","3212.330000","3165.220000","3151.010000","3138.720000","3130.930000","3128.910000","3125.160000","3123.560000","3123.390000","3125.490000","3124.590000","3124.330000","3124.280000","3123.510000","3123.150000","3123.050000","3122.750000","3122.360000","3122.130000","3124.050000","3124.320000","3123.560000","3122.810000",
"2","'004","Afghanistan","6976","Shrub-covered areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2371.210000","1499.420000",,
"2","'004","Afghanistan","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"3.650000","6.000000","8.680000","10.130000","12.040000",,,,
"2","'004","Afghanistan","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5007","Area from MODIS","1000 ha",,,,,,,,,,"30.030000","3.090000","0.940000","0.880000","0.670000","0.580000","0.320000","0.260000","0.430000","1.160000","2.470000","3.760000","2.340000","1.870000","1.420000","3.260000","4.230000","4.230000","2.700000","3.050000","4.810000","7.280000","9.890000"
"2","'004","Afghanistan","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5008","Area from CCI_LC","1000 ha","5.880000","5.880000","5.880000","5.900000","5.960000","6.050000","6.120000","6.130000","6.130000","6.520000","7.010000","7.030000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000","7.100000",
"2","'004","Afghanistan","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.120000","15.680000",,
"2","'004","Afghanistan","6978","Sparsely natural vegetated areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6978","Sparsely natural vegetated areas","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6978","Sparsely natural vegetated areas","5008","Area from CCI_LC","1000 ha","4270.980000","4270.950000","4270.950000","4223.680000","4216.570000","4212.630000","4197.570000","4188.030000","4061.020000","4029.680000","4032.810000","4022.970000","4064.970000","4059.380000","4059.540000","4059.920000","4059.730000","4062.950000","4057.130000","4061.270000","4060.640000","4059.960000","4067.990000","4067.910000","4088.080000","4104.700000","4194.630000","4225.270000","4251.870000","4270.000000","4443.410000",
"2","'004","Afghanistan","6978","Sparsely natural vegetated areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6979","Terrestrial barren land","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"35522.030000","35491.310000","35456.340000","35321.820000","35237.670000",,,,
"2","'004","Afghanistan","6979","Terrestrial barren land","5007","Area from MODIS","1000 ha",,,,,,,,,,"36359.480000","34441.990000","32945.320000","32763.580000","31900.560000","31805.540000","31240.530000","31450.980000","30635.150000","30412.820000","30507.010000","30579.650000","30297.670000","30062.500000","30076.180000","29917.900000","29978.230000","30818.780000","30402.680000","29662.000000","30314.040000","31015.380000","31248.970000"
"2","'004","Afghanistan","6979","Terrestrial barren land","5008","Area from CCI_LC","1000 ha","24961.750000","24961.740000","24961.740000","25086.500000","25106.340000","25129.270000","25137.000000","25042.810000","25184.440000","25316.620000","25286.280000","25262.310000","25114.770000","25058.190000","25051.420000","24959.520000","24915.220000","24873.780000","24874.770000","24840.760000","24835.130000","24833.460000","24857.760000","24856.630000","24863.150000","24873.980000","24873.100000","24798.560000","24767.320000","24768.900000","24777.560000",
"2","'004","Afghanistan","6979","Terrestrial barren land","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41836.410000","41878.690000",,
"2","'004","Afghanistan","6980","Permanent snow and glaciers","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"362.610000","369.380000","374.910000","379.680000","386.300000",,,,
"2","'004","Afghanistan","6980","Permanent snow and glaciers","5007","Area from MODIS","1000 ha",,,,,,,,,,"117.520000","153.340000","232.390000","401.610000","471.110000","413.250000","351.750000","286.910000","362.790000","353.710000","313.710000","345.610000","338.850000","352.460000","357.360000","341.290000","306.770000","334.900000","377.920000","396.370000","384.970000","352.290000","318.240000"
"2","'004","Afghanistan","6980","Permanent snow and glaciers","5008","Area from CCI_LC","1000 ha","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000","322.060000",
"2","'004","Afghanistan","6980","Permanent snow and glaciers","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"419.650000","482.490000",,
"2","'004","Afghanistan","6981","Inland water bodies","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"45.940000","55.020000","58.050000","59.070000","63.790000",,,,
"2","'004","Afghanistan","6981","Inland water bodies","5007","Area from MODIS","1000 ha",,,,,,,,,,"34.890000","30.300000","20.820000","3.200000","3.740000","3.240000","3.390000","3.220000","3.260000","3.280000","3.160000","3.220000","3.430000","3.500000","3.350000","3.780000","3.580000","3.260000","3.410000","3.430000","3.540000","2.660000","2.880000"
"2","'004","Afghanistan","6981","Inland water bodies","5008","Area from CCI_LC","1000 ha","268.550000","268.550000","268.550000","235.820000","215.350000","197.080000","193.050000","164.250000","158.270000","116.600000","95.920000","88.700000","76.970000","77.040000","77.250000","77.250000","71.740000","71.920000","72.040000","72.180000","72.330000","72.330000","72.530000","72.530000","72.550000","72.550000","72.550000","72.870000","72.880000","72.880000","72.900000",
"2","'004","Afghanistan","6981","Inland water bodies","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.650000","127.330000",,
"2","'004","Afghanistan","6982","Coastal water bodies and intertidal areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000",,,,
"2","'004","Afghanistan","6982","Coastal water bodies and intertidal areas","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2","'004","Afghanistan","6982","Coastal water bodies and intertidal areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6970","Artificial surfaces (including urban and associated areas)","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"60.770000","60.840000","60.940000","60.910000","61.010000",,,,
"3","'008","Albania","6970","Artificial surfaces (including urban and associated areas)","5007","Area from MODIS","1000 ha",,,,,,,,,,"23.260000","23.280000","23.360000","23.390000","23.410000","23.410000","23.450000","23.450000","23.580000","23.710000","23.820000","23.860000","23.880000","24.010000","24.220000","24.220000","24.310000","24.350000","24.350000","24.370000","24.400000","24.500000","24.590000"
"3","'008","Albania","6970","Artificial surfaces (including urban and associated areas)","5008","Area from CCI_LC","1000 ha","13.020000","13.310000","13.610000","13.920000","14.180000","14.490000","14.880000","15.270000","15.720000","15.910000","16.070000","16.250000","16.440000","16.680000","16.970000","17.270000","17.520000","17.780000","18.070000","18.350000","18.820000","19.780000","20.770000","21.610000","21.610000","22.220000","23.080000","23.110000","23.110000","23.550000","24.000000",
"3","'008","Albania","6970","Artificial surfaces (including urban and associated areas)","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.680000","52.400000",,
"3","'008","Albania","6971","Herbaceous crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"471.720000","470.950000","471.150000","470.560000","470.120000",,,,
"3","'008","Albania","6971","Herbaceous crops","5007","Area from MODIS","1000 ha",,,,,,,,,,"458.540000","412.290000","354.360000","363.040000","374.030000","357.900000","365.330000","402.360000","393.920000","370.420000","377.080000","380.550000","351.120000","318.080000","263.690000","283.240000","272.170000","286.120000","294.830000","284.200000","285.520000","289.120000","306.140000"
"3","'008","Albania","6971","Herbaceous crops","5008","Area from CCI_LC","1000 ha","987.820000","987.380000","987.230000","990.580000","989.860000","993.510000","992.770000","990.360000","983.130000","981.500000","981.500000","979.680000","976.700000","963.590000","975.480000","974.920000","1024.980000","1022.910000","1050.920000","1044.490000","1039.070000","1034.430000","1031.560000","1029.840000","1021.160000","1016.810000","1004.390000","997.630000","990.430000","989.480000","987.510000",
"3","'008","Albania","6971","Herbaceous crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.340000","197.260000",,
"3","'008","Albania","6972","Woody crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6972","Woody crops","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6972","Woody crops","5008","Area from CCI_LC","1000 ha","213.630000","213.900000","213.870000","214.600000","214.440000","209.700000","209.910000","209.400000","205.810000","205.470000","205.470000","205.090000","204.460000","216.720000","202.110000","202.410000","146.190000","146.130000","117.510000","124.260000","129.060000","132.760000","134.730000","135.610000","136.970000","139.890000","139.080000","140.650000","145.290000","144.540000","145.630000",
"3","'008","Albania","6972","Woody crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6973","Multiple or layered crops","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6973","Multiple or layered crops","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6973","Multiple or layered crops","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6983","Grassland","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"421.680000","420.380000","420.310000","420.280000","419.790000",,,,
"3","'008","Albania","6983","Grassland","5007","Area from MODIS","1000 ha",,,,,,,,,,"773.320000","774.010000","908.030000","952.140000","1005.030000","1052.720000","1120.270000","1090.150000","1018.480000","974.240000","966.280000","1013.850000","1005.800000","966.680000","963.370000","880.520000","871.170000","853.220000","883.540000","869.520000","883.580000","906.660000","856.270000"
"3","'008","Albania","6983","Grassland","5008","Area from CCI_LC","1000 ha","405.940000","405.960000","405.990000","408.350000","407.830000","407.460000","407.210000","405.180000","400.150000","398.680000","398.580000","397.390000","395.350000","395.150000","394.220000","394.330000","392.800000","392.400000","392.750000","393.770000","394.340000","394.510000","394.900000","394.860000","391.510000","391.200000","389.860000","389.610000","388.550000","387.810000","386.970000",
"3","'008","Albania","6983","Grassland","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"887.620000","1007.770000",,
"3","'008","Albania","6974","Tree-covered areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"1408.530000","1407.510000","1406.240000","1405.460000","1405.110000",,,,
"3","'008","Albania","6974","Tree-covered areas","5007","Area from MODIS","1000 ha",,,,,,,,,,"1556.370000","1615.250000","1541.830000","1488.220000","1424.970000","1391.890000","1316.620000","1308.670000","1388.820000","1454.950000","1456.850000","1407.470000","1442.380000","1513.070000","1569.990000","1632.410000","1653.600000","1657.370000","1619.540000","1643.150000","1626.950000","1600.830000","1630.700000"
"3","'008","Albania","6974","Tree-covered areas","5008","Area from CCI_LC","1000 ha","794.210000","794.270000","794.330000","786.720000","788.420000","789.460000","789.410000","795.140000","814.080000","818.640000","818.540000","823.080000","830.030000","831.300000","835.790000","835.360000","843.630000","845.840000","845.180000","842.400000","841.690000","841.440000","839.890000","840.020000","852.380000","854.030000","869.430000","874.970000","879.320000","880.740000","881.600000",
"3","'008","Albania","6974","Tree-covered areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1283.600000","1333.810000",,
"3","'008","Albania","6975","Mangroves","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6975","Mangroves","5007","Area from MODIS","1000 ha",,,,,,,,,,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"3","'008","Albania","6975","Mangroves","5008","Area from CCI_LC","1000 ha","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"3","'008","Albania","6975","Mangroves","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000",,
"3","'008","Albania","6976","Shrub-covered areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"443.720000","443.540000","443.050000","442.930000","442.890000",,,,
"3","'008","Albania","6976","Shrub-covered areas","5007","Area from MODIS","1000 ha",,,,,,,,,,"1.620000","1.530000","1.120000","1.160000","1.200000","1.090000","0.990000","0.830000","0.860000","1.010000","0.830000","0.920000","1.100000","1.070000","1.360000","1.040000","0.770000","0.740000","0.790000","0.740000","0.500000","0.430000","0.420000"
"3","'008","Albania","6976","Shrub-covered areas","5008","Area from CCI_LC","1000 ha","323.330000","323.320000","323.320000","324.730000","324.310000","323.750000","323.580000","322.050000","318.630000","317.330000","317.320000","316.090000","314.290000","314.000000","313.150000","313.480000","313.190000","313.040000","313.580000","314.720000","315.080000","315.270000","316.340000","316.320000","314.510000","314.650000","314.300000","314.400000","313.980000","314.570000","315.040000",
"3","'008","Albania","6976","Shrub-covered areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216.760000","152.700000",,
"3","'008","Albania","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"6.230000","8.580000","10.690000","11.410000","12.040000",,,,
"3","'008","Albania","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5007","Area from MODIS","1000 ha",,,,,,,,,,"33.340000","20.550000","18.210000","18.940000","18.210000","19.670000","20.400000","21.620000","21.410000","22.870000","22.440000","20.810000","23.110000","24.610000","24.780000","26.140000","25.600000","25.970000","24.930000","25.960000","27.040000","26.480000","29.790000"
"3","'008","Albania","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5008","Area from CCI_LC","1000 ha","7.510000","7.510000","7.510000","7.510000","7.510000","7.600000","7.640000","7.640000","7.610000","7.610000","7.610000","7.560000","7.530000","7.530000","7.500000","7.500000","7.480000","7.480000","7.480000","7.480000","7.480000","7.460000","7.470000","7.470000","7.560000","7.510000","7.490000","7.490000","7.480000","7.590000","7.660000",
"3","'008","Albania","6977","Shrubs and/or herbaceous vegetation, aquatic or regularly flooded","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.110000","15.170000",,
"3","'008","Albania","6978","Sparsely natural vegetated areas","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6978","Sparsely natural vegetated areas","5007","Area from MODIS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6978","Sparsely natural vegetated areas","5008","Area from CCI_LC","1000 ha","33.460000","33.460000","33.460000","33.260000","33.160000","33.550000","33.550000","33.850000","33.840000","33.900000","34.020000","34.030000","34.300000","34.270000","34.130000","34.180000","33.890000","33.980000","34.020000","34.040000","34.050000","34.130000","34.120000","34.110000","34.080000","34.030000","33.700000","33.560000","33.330000","33.350000","33.370000",
"3","'008","Albania","6978","Sparsely natural vegetated areas","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","'008","Albania","6979","Terrestrial barren land","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"2.290000","2.290000","2.290000","2.290000","2.290000",,,,
"3","'008","Albania","6979","Terrestrial barren land","5007","Area from MODIS","1000 ha",,,,,,,,,,"3.200000","2.820000","2.710000","2.560000","2.470000","2.560000","2.340000","2.320000","2.320000","2.040000","2.190000","2.130000","1.780000","1.700000","1.720000","1.760000","1.660000","1.500000","1.310000","1.480000","1.350000","1.420000","1.400000"
"3","'008","Albania","6979","Terrestrial barren land","5008","Area from CCI_LC","1000 ha","53.200000","52.990000","52.800000","52.730000","52.610000","52.420000","52.270000","52.240000","52.130000","52.050000","52.030000","51.970000","51.960000","51.810000","51.720000","51.570000","51.400000","51.470000","51.430000","51.410000","51.310000","51.040000","50.880000","50.820000","50.580000","49.870000","48.830000","48.740000","48.660000","48.520000","48.360000",
"3","'008","Albania","6979","Terrestrial barren land","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139.050000","39.790000",,
"3","'008","Albania","6980","Permanent snow and glaciers","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"0.010000","0.010000","0.010000","0.010000","0.010000",,,,
"3","'008","Albania","6980","Permanent snow and glaciers","5007","Area from MODIS","1000 ha",,,,,,,,,,"0.670000","0.430000","0.300000","0.320000","0.340000","0.410000","0.340000","0.320000","0.300000","0.370000","0.300000","0.240000","0.560000","0.560000","0.600000","0.470000","0.410000","0.370000","0.300000","0.280000","0.340000","0.320000","0.260000"
"3","'008","Albania","6980","Permanent snow and glaciers","5008","Area from CCI_LC","1000 ha","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",
"3","'008","Albania","6980","Permanent snow and glaciers","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.000000",,
"3","'008","Albania","6981","Inland water bodies","5006","Area from CGLS","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,"46.910000","47.760000","47.190000","48.010000","48.600000",,,,
"3","'008","Albania","6981","Inland water bodies","5007","Area from MODIS","1000 ha",,,,,,,,,,"48.510000","48.660000","48.900000","49.050000","49.160000","49.180000","49.070000","49.090000","49.140000","49.220000","49.030000","49.010000","49.090000","49.050000","49.070000","49.010000","49.140000","49.180000","49.220000","49.120000","49.140000","49.050000","49.270000"
"3","'008","Albania","6981","Inland water bodies","5008","Area from CCI_LC","1000 ha","66.830000","66.830000","66.830000","66.560000","66.640000","67.030000","67.730000","67.830000","67.870000","67.870000","67.820000","67.820000","67.900000","67.900000","67.900000","67.950000","67.880000","67.920000","68.020000","68.050000","68.050000","68.140000","68.310000","68.300000","68.600000","68.740000","68.780000","68.810000","68.810000","68.800000","68.820000",
"3","'008","Albania","6981","Inland water bodies","5013","Area from WorldCover","1000 ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.900000","69.150000",,
